type,entry_price,entry_time,entry_strike,entry_btc,entry_rsi,entry_bin,entry_seconds_remaining,entry_rsi_upper,entry_rsi_lower,exit_price,exit_time,exit_btc,pnl,exit_reason,expired_itm,date,distance_bin,time_bin,volatility_bin,win,hour,entry_price_bin,rsi_bin
CALL,0.51,2025-12-31 21:32:01,87723.08,87733.3,8.51063829829394,10-20|13m-11m|10-20,779,95,10,0.68,2025-12-31 21:33:44,,0.17000000000000004,RSI_SIGNAL,,2025-12-31,10-20,13m-11m,10-20,True,21,0.5-0.6,0-10
PUT,0.32,2025-12-31 21:33:44,87723.08,87759.9,97.93814432992474,20-40|13m-11m|10-20,676,95,15,0.23,2025-12-31 21:37:36,,-0.09,RSI_SIGNAL,,2025-12-31,20-40,13m-11m,10-20,False,21,0.3-0.4,90-100
CALL,0.77,2025-12-31 21:37:36,87723.08,87759.4,12.698412698768351,20-40|8m-7m|0-10,444,95,15,0.93,2025-12-31 21:38:42,,0.16000000000000003,RSI_SIGNAL,,2025-12-31,20-40,8m-7m,0-10,True,21,0.7-0.8,10-20
PUT,0.07,2025-12-31 21:38:42,87723.08,87791.1,97.46376811585301,40-80|7m-6m|30-40,378,95,15,0.08,2025-12-31 21:39:42,,0.009999999999999995,RSI_SIGNAL,,2025-12-31,40-80,7m-6m,30-40,True,21,0.0-0.1,90-100
CALL,0.92,2025-12-31 21:39:42,87723.08,87789.5,5.6680161942846325,40-80|6m-5m|60-90,318,95,15,1.0,2025-12-31 21:45:00,87777.0,0.07999999999999996,EXPIRATION,True,2025-12-31,40-80,6m-5m,60-90,True,21,0.9-1.0,0-10
PUT,0.53,2025-12-31 21:46:28,87778.05,87782.2,95.83333333352913,1-5|15m-13m|0-10,812,95,5,0.53,2025-12-31 21:48:21,,0.0,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,0-10,False,21,0.5-0.6,90-100
CALL,0.47,2025-12-31 21:48:21,87778.05,87772.4,3.0927835053216626,5-10|13m-11m|10-20,699,95,5,0.51,2025-12-31 21:49:50,,0.040000000000000036,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,10-20,True,21,0.4-0.5,0-10
PUT,0.49,2025-12-31 21:49:50,87778.05,87780.7,95.9731543622896,1-5|11m-10m|10-20,610,95,5,0.72,2025-12-31 21:50:21,,0.22999999999999998,RSI_SIGNAL,,2025-12-31,1-5,11m-10m,10-20,True,21,0.4-0.5,90-100
CALL,0.28,2025-12-31 21:50:21,87778.05,87748.4,2.077151335427274,20-40|10m-9m|30-40,579,95,5,0.3,2025-12-31 21:51:16,,0.019999999999999962,RSI_SIGNAL,,2025-12-31,20-40,10m-9m,30-40,True,21,0.2-0.3,0-10
PUT,0.7,2025-12-31 21:51:16,87778.05,87756.6,95.5555555553256,20-40|9m-8m|30-40,524,95,5,0.65,2025-12-31 21:53:26,,-0.04999999999999993,RSI_SIGNAL,,2025-12-31,20-40,9m-8m,30-40,False,21,0.6-0.7,90-100
CALL,0.35,2025-12-31 21:53:26,87778.05,87773.0,2.43902439037808,5-10|7m-6m|10-20,394,95,5,0.44,2025-12-31 21:54:07,,0.09000000000000002,RSI_SIGNAL,,2025-12-31,5-10,7m-6m,10-20,True,21,0.3-0.4,0-10
PUT,0.56,2025-12-31 21:54:07,87778.05,87780.8,96.42857142837963,1-5|6m-5m|0-10,353,95,5,0.6,2025-12-31 21:55:35,,0.039999999999999925,RSI_SIGNAL,,2025-12-31,1-5,6m-5m,0-10,True,21,0.5-0.6,90-100
CALL,0.4,2025-12-31 21:55:35,87778.05,87773.1,4.70588235319093,1-5|5m-4m|0-10,265,95,5,0.02,2025-12-31 21:58:12,,-0.38,RSI_SIGNAL,,2025-12-31,1-5,5m-4m,0-10,False,21,0.3-0.4,0-10
PUT,0.97,2025-12-31 21:58:18,87778.05,87744.3,95.91836734672059,20-40|120s-90s|20-30,102,95,5,1.0,2025-12-31 22:00:00,87752.8,0.030000000000000027,EXPIRATION,True,2025-12-31,20-40,120s-90s,20-30,True,21,0.9-1.0,90-100
CALL,0.37,2025-12-31 22:01:09,87756.28,87732.7,2.542372881145866,20-40|15m-13m|20-30,831,95,5,0.4,2025-12-31 22:02:17,,0.030000000000000027,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,20-30,True,22,0.3-0.4,0-10
PUT,0.6,2025-12-31 22:02:17,87756.28,87738.5,94.28571428541969,10-20|13m-11m|10-20,763,90,10,0.81,2025-12-31 22:08:01,,0.21000000000000008,RSI_SIGNAL,,2025-12-31,10-20,13m-11m,10-20,True,22,0.5-0.6,90-100
CALL,0.19,2025-12-31 22:08:01,87756.28,87735.0,4.268292683154073,20-40|7m-6m|10-20,419,80,35,0.28,2025-12-31 22:11:05,,0.09000000000000002,RSI_SIGNAL,,2025-12-31,20-40,7m-6m,10-20,True,22,0.1-0.2,0-10
PUT,0.72,2025-12-31 22:11:05,87756.28,87748.2,89.87730061341861,5-10|4m-3m|20-30,235,80,35,0.0,2025-12-31 22:15:00,87788.0,-0.72,EXPIRATION,False,2025-12-31,5-10,4m-3m,20-30,False,22,0.7-0.8,80-90
PUT,0.47,2025-12-31 22:15:20,87788.1,87799.5,98.44961240312264,10-20|15m-13m|20-30,880,95,35,0.6,2025-12-31 22:15:38,,0.13,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,20-30,True,22,0.4-0.5,90-100
CALL,0.4,2025-12-31 22:15:38,87788.1,87774.5,16.118421052583088,10-20|15m-13m|20-30,862,95,35,0.41,2025-12-31 22:17:38,,0.009999999999999953,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,20-30,True,22,0.3-0.4,10-20
PUT,0.59,2025-12-31 22:17:38,87788.1,87780.8,96.44444444473419,5-10|13m-11m|20-30,742,95,35,0.55,2025-12-31 22:19:13,,-0.039999999999999925,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,20-30,False,22,0.5-0.6,90-100
CALL,0.45,2025-12-31 22:19:13,87788.1,87786.0,33.58585858586099,1-5|11m-10m|20-30,647,95,35,0.46,2025-12-31 22:21:31,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,1-5,11m-10m,20-30,True,22,0.4-0.5,30-40
PUT,0.54,2025-12-31 22:21:31,87788.1,87780.4,95.32710280410691,5-10|9m-8m|0-10,509,95,25,0.03,2025-12-31 22:26:37,,-0.51,RSI_SIGNAL,,2025-12-31,5-10,9m-8m,0-10,False,22,0.5-0.6,90-100
CALL,0.97,2025-12-31 22:26:37,87788.1,87833.8,9.000000000432195,40-80|4m-3m|20-30,203,95,20,1.0,2025-12-31 22:30:00,87814.4,0.030000000000000027,EXPIRATION,True,2025-12-31,40-80,4m-3m,20-30,True,22,0.9-1.0,0-10
CALL,0.36,2025-12-31 22:30:54,87814.84,87798.3,3.0864197529184167,10-20|15m-13m|10-20,846,95,5,0.09,2025-12-31 22:35:38,,-0.27,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,False,22,0.3-0.4,0-10
PUT,0.91,2025-12-31 22:35:38,87814.84,87730.9,97.57869249384547,80-160|10m-9m|30-40,562,95,5,0.96,2025-12-31 22:40:04,,0.04999999999999993,RSI_SIGNAL,,2025-12-31,80-160,10m-9m,30-40,True,22,0.9-1.0,90-100
CALL,0.04,2025-12-31 22:40:04,87814.84,87729.4,4.12371134028507,80-160|5m-4m|0-10,296,95,5,0.0,2025-12-31 22:45:00,87690.6,-0.04,EXPIRATION,False,2025-12-31,80-160,5m-4m,0-10,False,22,0.0-0.1,0-10
PUT,0.49,2025-12-31 22:45:22,87691.64,87693.4,84.6153846152698,1-5|15m-13m|0-10,878,80,5,0.51,2025-12-31 22:47:46,,0.020000000000000018,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,0-10,True,22,0.4-0.5,80-90
CALL,0.49,2025-12-31 22:47:46,87691.64,87693.4,4.999999999603872,1-5|13m-11m|10-20,734,80,5,0.53,2025-12-31 22:49:11,,0.040000000000000036,RSI_SIGNAL,,2025-12-31,1-5,13m-11m,10-20,True,22,0.4-0.5,0-10
PUT,0.47,2025-12-31 22:49:11,87691.64,87698.1,99.03846153844103,5-10|11m-10m|40-60,649,80,5,0.43,2025-12-31 22:51:51,,-0.03999999999999998,RSI_SIGNAL,,2025-12-31,5-10,11m-10m,40-60,False,22,0.4-0.5,90-100
CALL,0.57,2025-12-31 22:51:51,87691.64,87708.4,1.58730158725686,10-20|9m-8m|30-40,489,85,5,0.41,2025-12-31 22:55:46,,-0.15999999999999998,RSI_SIGNAL,,2025-12-31,10-20,9m-8m,30-40,False,22,0.5-0.6,0-10
PUT,0.59,2025-12-31 22:55:46,87691.64,87688.1,98.85222381635182,1-5|5m-4m|60-90,254,85,5,0.8,2025-12-31 22:56:44,,0.21000000000000008,RSI_SIGNAL,,2025-12-31,1-5,5m-4m,60-90,True,22,0.5-0.6,90-100
CALL,0.2,2025-12-31 22:56:44,87691.64,87670.2,4.310344827584046,20-40|4m-3m|10-20,196,85,5,0.02,2025-12-31 22:58:42,,-0.18000000000000002,RSI_SIGNAL,,2025-12-31,20-40,4m-3m,10-20,False,22,0.1-0.2,0-10
PUT,0.86,2025-12-31 22:58:52,87691.64,87670.8,98.64864864857225,20-40|90s-60s|20-30,68,85,5,0.97,2025-12-31 23:00:00,,0.10999999999999999,RSI_SIGNAL,,2025-12-31,20-40,90s-60s,20-30,True,22,0.8-0.9,90-100
PUT,0.53,2025-12-31 23:00:57,87691.3,87687.3,99.16201117313634,1-5|15m-13m|30-40,843,90,5,0.55,2025-12-31 23:02:05,,0.020000000000000018,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,30-40,True,23,0.5-0.6,90-100
CALL,0.45,2025-12-31 23:02:05,87691.3,87669.2,2.1164021165194526,20-40|13m-11m|10-20,775,80,15,0.47,2025-12-31 23:02:46,,0.019999999999999962,RSI_SIGNAL,,2025-12-31,20-40,13m-11m,10-20,True,23,0.4-0.5,0-10
PUT,0.53,2025-12-31 23:02:46,87691.3,87687.3,95.90163934404231,1-5|13m-11m|10-20,734,80,15,0.76,2025-12-31 23:03:51,,0.22999999999999998,RSI_SIGNAL,,2025-12-31,1-5,13m-11m,10-20,True,23,0.5-0.6,90-100
CALL,0.24,2025-12-31 23:03:51,87691.3,87642.1,7.6124567475243765,40-80|13m-11m|40-60,669,75,20,0.31,2025-12-31 23:04:26,,0.07,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,40-60,True,23,0.2-0.3,0-10
PUT,0.69,2025-12-31 23:04:26,87691.3,87659.9,74.79224376724099,20-40|11m-10m|20-30,634,70,25,0.84,2025-12-31 23:05:03,,0.15000000000000002,RSI_SIGNAL,,2025-12-31,20-40,11m-10m,20-30,True,23,0.6-0.7,70-80
CALL,0.16,2025-12-31 23:05:03,87691.3,87625.0,1.6620498615896366,40-80|10m-9m|30-40,597,70,25,0.17,2025-12-31 23:06:55,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,40-80,10m-9m,30-40,True,23,0.1-0.2,0-10
PUT,0.83,2025-12-31 23:06:55,87691.3,87634.8,97.46192893386954,40-80|9m-8m|20-30,485,70,25,0.81,2025-12-31 23:08:00,,-0.019999999999999907,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,20-30,False,23,0.8-0.9,90-100
CALL,0.19,2025-12-31 23:08:00,87691.3,87642.9,3.3707865167308455,40-80|8m-7m|20-30,420,70,25,0.18,2025-12-31 23:08:30,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,20-30,False,23,0.1-0.2,0-10
PUT,0.82,2025-12-31 23:08:30,87691.3,87645.5,88.2352941184527,40-80|7m-6m|10-20,390,70,20,0.88,2025-12-31 23:10:29,,0.06000000000000005,RSI_SIGNAL,,2025-12-31,40-80,7m-6m,10-20,True,23,0.8-0.9,80-90
CALL,0.12,2025-12-31 23:10:29,87691.3,87636.1,8.108108108506713,40-80|5m-4m|30-40,271,70,10,0.08,2025-12-31 23:10:46,,-0.039999999999999994,RSI_SIGNAL,,2025-12-31,40-80,5m-4m,30-40,False,23,0.1-0.2,0-10
PUT,0.92,2025-12-31 23:10:46,87691.3,87642.3,95.58823529388162,40-80|5m-4m|10-20,254,70,10,0.94,2025-12-31 23:13:12,,0.019999999999999907,RSI_SIGNAL,,2025-12-31,40-80,5m-4m,10-20,True,23,0.9-1.0,90-100
CALL,0.06,2025-12-31 23:13:12,87691.3,87655.7,3.092783504899444,20-40|120s-90s|10-20,108,85,5,0.0,2025-12-31 23:15:00,87644.4,-0.06,EXPIRATION,False,2025-12-31,20-40,120s-90s,10-20,False,23,0.0-0.1,0-10
CALL,0.48,2025-12-31 23:17:42,87645.84,87640.6,0.0,5-10|13m-11m|0-10,738,95,5,0.19,2025-12-31 23:22:27,,-0.29,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,0-10,False,23,0.4-0.5,
PUT,0.81,2025-12-31 23:22:27,87645.84,87600.0,97.66355140199816,40-80|8m-7m|20-30,453,95,5,0.76,2025-12-31 23:24:05,,-0.050000000000000044,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,20-30,False,23,0.8-0.9,90-100
CALL,0.24,2025-12-31 23:24:05,87645.84,87622.4,2.6785714287176035,20-40|6m-5m|20-30,355,95,5,0.4,2025-12-31 23:24:52,,0.16000000000000003,RSI_SIGNAL,,2025-12-31,20-40,6m-5m,20-30,True,23,0.2-0.3,0-10
PUT,0.6,2025-12-31 23:24:52,87645.84,87643.1,95.48022598846275,1-5|6m-5m|20-30,308,95,5,0.85,2025-12-31 23:27:05,,0.25,RSI_SIGNAL,,2025-12-31,1-5,6m-5m,20-30,True,23,0.5-0.6,90-100
CALL,0.15,2025-12-31 23:27:05,87645.84,87633.4,2.46913580260221,10-20|3m-2m|20-30,174,95,5,0.0,2025-12-31 23:30:00,87639.2,-0.15,EXPIRATION,False,2025-12-31,10-20,3m-2m,20-30,False,23,0.1-0.2,0-10
PUT,0.41,2025-12-31 23:31:15,87639.3,87649.5,95.53571428547647,10-20|15m-13m|10-20,825,95,5,0.6,2025-12-31 23:36:26,,0.19,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,True,23,0.4-0.5,90-100
CALL,0.4,2025-12-31 23:36:26,87639.3,87626.1,6.6666666663109595,10-20|9m-8m|0-10,514,95,20,0.24,2025-12-31 23:39:24,,-0.16000000000000003,RSI_SIGNAL,,2025-12-31,10-20,9m-8m,0-10,False,23,0.3-0.4,0-10
PUT,0.76,2025-12-31 23:39:24,87639.3,87612.0,95.90163934404231,20-40|6m-5m|10-20,336,95,20,0.55,2025-12-31 23:41:24,,-0.20999999999999996,RSI_SIGNAL,,2025-12-31,20-40,6m-5m,10-20,False,23,0.7-0.8,90-100
CALL,0.45,2025-12-31 23:41:24,87639.3,87635.1,7.594936708926042,1-5|4m-3m|30-40,216,95,20,0.55,2025-12-31 23:42:01,,0.10000000000000003,RSI_SIGNAL,,2025-12-31,1-5,4m-3m,30-40,True,23,0.4-0.5,0-10
PUT,0.45,2025-12-31 23:42:01,87639.3,87639.8,96.07843137286233,0-1|3m-2m|10-20,179,95,20,0.0,2025-12-31 23:45:00,87639.8,-0.45,EXPIRATION,False,2025-12-31,0-1,3m-2m,10-20,False,23,0.4-0.5,90-100
CALL,0.39,2025-12-31 23:45:26,87639.86,87620.9,0.52356020945399,10-20|15m-13m|10-20,874,95,20,0.41,2025-12-31 23:47:28,,0.019999999999999962,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,True,23,0.3-0.4,0-10
PUT,0.59,2025-12-31 23:47:28,87639.86,87627.9,95.86776859481769,10-20|13m-11m|10-20,752,95,20,0.55,2025-12-31 23:51:12,,-0.039999999999999925,RSI_SIGNAL,,2025-12-31,10-20,13m-11m,10-20,False,23,0.5-0.6,90-100
CALL,0.45,2025-12-31 23:51:12,87639.86,87642.2,5.617977528374638,1-5|9m-8m|0-10,528,95,20,0.14,2025-12-31 23:53:45,,-0.31,RSI_SIGNAL,,2025-12-31,1-5,9m-8m,0-10,False,23,0.4-0.5,0-10
PUT,0.86,2025-12-31 23:53:45,87639.86,87600.1,96.9230769229116,20-40|7m-6m|30-40,375,95,10,0.96,2025-12-31 23:57:40,,0.09999999999999998,RSI_SIGNAL,,2025-12-31,20-40,7m-6m,30-40,True,23,0.8-0.9,90-100
PUT,0.73,2026-01-01 02:01:37,87916.38,87864.4,95.23809523784446,40-80|15m-13m|10-20,803,95,5,0.73,2026-01-01 02:04:03,,0.0,RSI_SIGNAL,,2026-01-01,40-80,15m-13m,10-20,False,2,0.7-0.8,90-100
CALL,0.27,2026-01-01 02:04:03,87916.38,87873.7,3.3707865167308455,40-80|11m-10m|0-10,657,85,20,0.26,2026-01-01 02:04:28,,-0.010000000000000009,RSI_SIGNAL,,2026-01-01,40-80,11m-10m,0-10,False,2,0.2-0.3,0-10
PUT,0.74,2026-01-01 02:04:28,87916.38,87875.0,100.0,40-80|11m-10m|0-10,632,85,20,0.09,2026-01-01 02:08:08,,-0.65,RSI_SIGNAL,,2026-01-01,40-80,11m-10m,0-10,False,2,0.7-0.8,90-100
CALL,0.91,2026-01-01 02:08:08,87916.38,87971.1,11.403508772256785,40-80|7m-6m|10-20,412,90,40,0.92,2026-01-01 02:09:41,,0.010000000000000009,RSI_SIGNAL,,2026-01-01,40-80,7m-6m,10-20,True,2,0.9-1.0,10-20
PUT,0.08,2026-01-01 02:09:41,87916.38,87982.0,96.99570815434132,40-80|6m-5m|20-30,319,95,45,0.02,2026-01-01 02:10:29,,-0.06,RSI_SIGNAL,,2026-01-01,40-80,6m-5m,20-30,False,2,0.0-0.1,90-100
CALL,0.97,2026-01-01 02:10:33,87916.38,87975.4,5.325443787180447,40-80|5m-4m|20-30,267,95,50,0.96,2026-01-01 02:13:00,,-0.010000000000000009,RSI_SIGNAL,,2026-01-01,40-80,5m-4m,20-30,False,2,0.9-1.0,0-10
PUT,0.04,2026-01-01 02:13:00,87916.38,87948.1,95.87628865957728,20-40|3m-2m|20-30,120,95,45,0.0,2026-01-01 02:15:00,87958.9,-0.04,EXPIRATION,False,2026-01-01,20-40,3m-2m,20-30,False,2,0.0-0.1,90-100
PUT,0.54,2026-01-01 02:15:20,87958.9,87964.1,95.34883720936791,5-10|15m-13m|20-30,880,95,35,0.55,2026-01-01 02:15:38,,0.010000000000000009,RSI_SIGNAL,,2026-01-01,5-10,15m-13m,20-30,True,2,0.5-0.6,90-100
CALL,0.45,2026-01-01 02:15:38,87958.9,87958.7,9.090909091330005,0-1|15m-13m|20-30,862,95,35,0.78,2026-01-01 02:17:23,,0.33,RSI_SIGNAL,,2026-01-01,0-1,15m-13m,20-30,True,2,0.4-0.5,0-10
PUT,0.22,2026-01-01 02:17:23,87958.9,88015.0,95.28301886773738,40-80|13m-11m|40-60,757,95,25,0.19,2026-01-01 02:18:38,,-0.03,RSI_SIGNAL,,2026-01-01,40-80,13m-11m,40-60,False,2,0.2-0.3,90-100
CALL,0.81,2026-01-01 02:18:38,87958.9,88009.9,2.3758099352168642,40-80|13m-11m|40-60,682,95,20,0.69,2026-01-01 02:20:38,,-0.1200000000000001,RSI_SIGNAL,,2026-01-01,40-80,13m-11m,40-60,False,2,0.8-0.9,0-10
PUT,0.31,2026-01-01 02:20:38,87958.9,87979.5,96.62921348296236,20-40|10m-9m|30-40,562,95,10,0.33,2026-01-01 02:21:00,,0.020000000000000018,RSI_SIGNAL,,2026-01-01,20-40,10m-9m,30-40,True,2,0.3-0.4,90-100
CALL,0.67,2026-01-01 02:21:00,87958.9,87971.5,5.555555555843,10-20|10m-9m|20-30,540,95,10,0.48,2026-01-01 02:22:31,,-0.19000000000000006,RSI_SIGNAL,,2026-01-01,10-20,10m-9m,20-30,False,2,0.6-0.7,0-10
PUT,0.52,2026-01-01 02:22:31,87958.9,87948.9,98.32214765105324,10-20|8m-7m|30-40,449,95,5,0.63,2026-01-01 02:23:41,,0.10999999999999999,RSI_SIGNAL,,2026-01-01,10-20,8m-7m,30-40,True,2,0.5-0.6,90-100
CALL,0.37,2026-01-01 02:23:41,87958.9,87936.8,4.06091370532765,20-40|7m-6m|10-20,379,95,5,0.09,2026-01-01 02:25:47,,-0.28,RSI_SIGNAL,,2026-01-01,20-40,7m-6m,10-20,False,2,0.3-0.4,0-10
PUT,0.91,2026-01-01 02:25:47,87958.9,87917.2,95.71428571462427,40-80|5m-4m|10-20,253,95,5,0.96,2026-01-01 02:26:00,,0.04999999999999993,RSI_SIGNAL,,2026-01-01,40-80,5m-4m,10-20,True,2,0.9-1.0,90-100
CALL,0.04,2026-01-01 02:26:00,87958.9,87909.7,4.819277108211935,40-80|5m-4m|10-20,240,95,5,0.0,2026-01-01 02:30:00,87917.1,-0.04,EXPIRATION,False,2026-01-01,40-80,5m-4m,10-20,False,2,0.0-0.1,0-10
PUT,0.5,2026-01-01 02:30:43,87917.1,87920.8,95.67901234545,1-5|15m-13m|20-30,857,95,5,0.12,2026-01-01 02:34:38,,-0.38,RSI_SIGNAL,,2026-01-01,1-5,15m-13m,20-30,False,2,0.4-0.5,90-100
CALL,0.88,2026-01-01 02:34:38,87917.1,87991.7,2.155172413613329,40-80|11m-10m|30-40,622,95,5,0.51,2026-01-01 02:38:10,,-0.37,RSI_SIGNAL,,2026-01-01,40-80,11m-10m,30-40,False,2,0.8-0.9,0-10
PUT,0.49,2026-01-01 02:38:10,87917.1,87922.1,96.61016949180133,5-10|7m-6m|20-30,410,95,5,0.02,2026-01-01 02:40:50,,-0.47,RSI_SIGNAL,,2026-01-01,5-10,7m-6m,20-30,False,2,0.4-0.5,90-100
CALL,0.83,2026-01-01 02:41:15,87917.1,87936.4,1.7301038062764604,10-20|4m-3m|30-40,225,95,5,1.0,2026-01-01 02:45:00,87918.0,0.17000000000000004,EXPIRATION,True,2026-01-01,10-20,4m-3m,30-40,True,2,0.8-0.9,0-10
PUT,0.5,2026-01-01 02:46:44,87918.0,87911.8,97.29729729752052,5-10|15m-13m|10-20,796,95,5,0.51,2026-01-01 02:48:53,,0.010000000000000009,RSI_SIGNAL,,2026-01-01,5-10,15m-13m,10-20,True,2,0.4-0.5,90-100
CALL,0.49,2026-01-01 02:48:53,87918.0,87907.3,2.255639097870244,10-20|13m-11m|10-20,667,95,5,0.22,2026-01-01 02:51:36,,-0.27,RSI_SIGNAL,,2026-01-01,10-20,13m-11m,10-20,False,2,0.4-0.5,0-10
PUT,0.78,2026-01-01 02:51:36,87918.0,87883.6,95.19230769218527,20-40|9m-8m|10-20,504,95,5,0.85,2026-01-01 02:52:07,,0.06999999999999995,RSI_SIGNAL,,2026-01-01,20-40,9m-8m,10-20,True,2,0.7-0.8,90-100
CALL,0.15,2026-01-01 02:52:07,87918.0,87866.3,3.7234042550194175,40-80|8m-7m|20-30,473,95,5,0.19,2026-01-01 02:53:38,,0.04000000000000001,RSI_SIGNAL,,2026-01-01,40-80,8m-7m,20-30,True,2,0.1-0.2,0-10
PUT,0.81,2026-01-01 02:53:38,87918.0,87878.6,96.99248120284298,20-40|7m-6m|20-30,382,95,5,0.96,2026-01-01 02:58:42,,0.1499999999999999,RSI_SIGNAL,,2026-01-01,20-40,7m-6m,20-30,True,2,0.8-0.9,90-100
CALL,0.04,2026-01-01 02:58:42,87918.0,87881.2,3.030303030259603,20-40|90s-60s|30-40,78,95,5,0.0,2026-01-01 03:00:00,87875.9,-0.04,EXPIRATION,False,2026-01-01,20-40,90s-60s,30-40,False,2,0.0-0.1,0-10
CALL,0.39,2026-01-01 03:00:39,87876.07,87850.0,2.5641025639918524,20-40|15m-13m|20-30,861,95,5,0.39,2026-01-01 03:01:59,,0.0,RSI_SIGNAL,,2026-01-01,20-40,15m-13m,20-30,False,3,0.3-0.4,0-10
PUT,0.61,2026-01-01 03:01:59,87876.07,87859.8,96.10389610368993,10-20|15m-13m|0-10,781,90,10,0.67,2026-01-01 03:03:25,,0.06000000000000005,RSI_SIGNAL,,2026-01-01,10-20,15m-13m,0-10,True,3,0.6-0.7,90-100
CALL,0.33,2026-01-01 03:03:25,87876.07,87850.0,2.857142857301241,20-40|13m-11m|10-20,695,80,20,0.38,2026-01-01 03:04:17,,0.04999999999999999,RSI_SIGNAL,,2026-01-01,20-40,13m-11m,10-20,True,3,0.3-0.4,0-10
PUT,0.62,2026-01-01 03:04:17,87876.07,87853.9,83.6734693876763,20-40|11m-10m|10-20,643,75,25,0.29,2026-01-01 03:06:54,,-0.33,RSI_SIGNAL,,2026-01-01,20-40,11m-10m,10-20,False,3,0.6-0.7,80-90
CALL,0.71,2026-01-01 03:06:54,87876.07,87897.6,28.571428570537634,20-40|9m-8m|10-20,486,70,35,0.78,2026-01-01 03:07:24,,0.07000000000000006,RSI_SIGNAL,,2026-01-01,20-40,9m-8m,10-20,True,3,0.7-0.8,20-30
